order_id,user_id,order_amount,payment_method,user_total_orders,user_rto_count,user_rto_rate,is_first_order,device_order_velocity_24h,pincode_risk_tier,address_completeness_score,ip_shipping_distance_tier,cart_item_count,order_hour,target_is_rto
ord_92267694,cust_108769,1075.16,COD,3,0,0.0,0,1,TIER_2,0.837,0,2,6,0
ord_27929098,cust_784873,976.76,UPI,0,0,0.0,1,1,TIER_2,0.861,0,2,17,0
ord_52327410,cust_599900,1288.22,COD,7,0,0.0,0,1,TIER_1_METRO,0.761,0,1,13,0
ord_26702269,cust_693867,660.95,COD,0,0,0.0,1,3,TIER_2,0.822,2,1,7,1
ord_89316278,cust_568741,2106.19,COD,2,0,0.0,0,1,TIER_3_HIGH_RISK,0.78,3,2,19,1
ord_54636414,cust_137880,763.53,COD,0,0,0.0,1,1,TIER_1_METRO,0.879,0,1,22,0
ord_99809441,cust_921058,495.08,COD,6,0,0.0,0,1,TIER_2,0.898,1,1,18,0
ord_47740753,cust_826960,2964.19,COD,18,0,0.0,0,3,TIER_3_HIGH_RISK,0.379,2,2,10,1
ord_85546398,cust_961316,1179.98,UPI,10,0,0.0,0,2,TIER_2,0.822,0,3,4,0
ord_55566678,cust_154515,1496.3,COD,0,0,0.0,1,1,TIER_1_METRO,0.456,0,1,10,1
ord_15366434,cust_494858,4465.3,COD,8,0,0.0,0,2,TIER_1_METRO,0.799,0,2,12,0
ord_44771741,cust_675985,1650.4,UPI,7,0,0.0,0,1,TIER_2,0.833,1,1,15,0
ord_79062973,cust_817511,1558.28,COD,4,0,0.0,0,1,TIER_2,0.967,1,2,6,0
ord_73459489,cust_929784,1283.97,COD,5,0,0.0,0,1,TIER_3_HIGH_RISK,0.689,1,2,3,0
ord_75651053,cust_826126,633.79,UPI,6,0,0.0,0,1,TIER_1_METRO,0.67,0,3,4,0
ord_54696953,cust_809641,1755.3,UPI,6,0,0.0,0,3,TIER_3_HIGH_RISK,0.587,0,1,8,0
ord_97624243,cust_838761,803.36,UPI,4,0,0.0,0,5,TIER_1_METRO,0.326,0,1,7,0
ord_11235340,cust_411721,2157.92,COD,6,0,0.0,0,4,TIER_3_HIGH_RISK,0.584,3,1,23,1
ord_66372732,cust_489347,1167.34,UPI,0,0,0.0,1,1,TIER_1_METRO,0.911,2,1,6,0
ord_24395813,cust_328170,786.99,COD,4,0,0.0,0,2,TIER_3_HIGH_RISK,0.664,1,1,18,1
ord_38098059,cust_870508,1339.76,COD,6,0,0.0,0,1,TIER_1_METRO,0.814,0,2,22,0
ord_12500120,cust_312204,1239.82,COD,0,0,0.0,1,1,TIER_1_METRO,0.68,1,1,4,1
ord_52002112,cust_693374,565.33,CARD,15,0,0.0,0,2,TIER_2,0.969,2,2,10,0
ord_68115808,cust_730273,392.14,UPI,4,0,0.0,0,1,TIER_1_METRO,0.952,0,2,16,0
ord_38447661,cust_557582,873.17,UPI,4,0,0.0,0,1,TIER_1_METRO,0.864,2,3,3,0
ord_68056226,cust_330721,1883.51,COD,1,0,0.0,0,1,TIER_3_HIGH_RISK,0.534,1,1,5,1
ord_55419913,cust_160403,1193.13,COD,13,0,0.0,0,2,TIER_2,0.929,0,2,10,0
ord_12667867,cust_661337,914.93,CARD,0,0,0.0,1,1,TIER_2,0.814,1,1,11,0
ord_64351768,cust_161700,454.92,UPI,0,0,0.0,1,2,TIER_1_METRO,0.874,0,1,18,0
ord_73658241,cust_184661,3304.91,UPI,3,0,0.0,0,2,TIER_2,0.614,2,2,21,0
ord_49770506,cust_507464,2151.65,COD,0,0,0.0,1,2,TIER_1_METRO,0.939,0,1,6,1
ord_28173383,cust_436825,1825.23,UPI,6,0,0.0,0,1,TIER_3_HIGH_RISK,0.556,0,1,18,0
ord_74940921,cust_617951,679.52,COD,10,1,0.1,0,3,TIER_1_METRO,0.665,0,4,7,0
ord_24671009,cust_553218,767.64,COD,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.805,0,1,1,0
ord_58860516,cust_974630,1605.18,COD,9,0,0.0,0,1,TIER_3_HIGH_RISK,0.675,0,2,11,0
ord_33623755,cust_315616,1234.21,CARD,9,0,0.0,0,2,TIER_1_METRO,0.634,0,2,1,0
ord_65472357,cust_605376,2688.97,COD,4,0,0.0,0,2,TIER_1_METRO,0.862,0,1,22,0
ord_31659057,cust_324511,970.73,CARD,3,0,0.0,0,1,TIER_2,0.91,0,2,22,0
ord_14466271,cust_501702,1660.93,COD,5,0,0.0,0,1,TIER_2,0.746,1,1,20,0
ord_97829519,cust_375079,556.32,CARD,7,1,0.1429,0,1,TIER_2,0.766,0,3,2,0
ord_64827081,cust_126250,906.42,COD,7,0,0.0,0,1,TIER_3_HIGH_RISK,0.344,0,2,4,1
ord_30549731,cust_188327,1626.17,UPI,6,3,0.5,0,1,TIER_1_METRO,0.634,0,1,23,0
ord_37182774,cust_876106,1920.88,UPI,1,0,0.0,0,1,TIER_1_METRO,0.776,0,1,23,0
ord_21953070,cust_569596,522.79,COD,2,0,0.0,0,3,TIER_1_METRO,0.942,2,1,9,1
ord_49320824,cust_195830,1250.58,CARD,0,0,0.0,1,1,TIER_2,0.541,0,1,21,0
ord_89600220,cust_978340,850.7,UPI,15,1,0.0667,0,1,TIER_2,0.869,2,1,13,0
ord_27328454,cust_839979,1066.86,UPI,22,2,0.0909,0,1,TIER_2,0.727,1,2,4,0
ord_65632936,cust_884118,1741.17,COD,5,0,0.0,0,2,TIER_1_METRO,0.579,0,1,5,0
ord_44583674,cust_934175,1520.01,UPI,5,1,0.2,0,1,TIER_2,0.654,0,2,6,0
ord_43554469,cust_209619,359.33,COD,0,0,0.0,1,1,TIER_1_METRO,0.701,1,4,15,0
ord_87952170,cust_375538,542.7,UPI,4,0,0.0,0,1,TIER_2,0.879,0,1,2,0
ord_37384611,cust_246477,859.3,UPI,6,0,0.0,0,1,TIER_3_HIGH_RISK,0.617,0,1,9,0
ord_84039071,cust_629893,1149.0,UPI,3,0,0.0,0,1,TIER_2,0.805,0,2,5,0
ord_72002678,cust_213174,880.93,NETBANKING,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.696,0,3,14,0
ord_20771408,cust_134734,249.0,CARD,0,0,0.0,1,1,TIER_2,0.807,0,2,5,1
ord_87462428,cust_825311,2101.82,CARD,0,0,0.0,1,5,TIER_3_HIGH_RISK,0.919,2,1,1,1
ord_89061847,cust_230860,485.36,COD,7,0,0.0,0,3,TIER_2,0.887,0,1,3,1
ord_50683254,cust_651990,2174.49,COD,1,0,0.0,0,1,TIER_2,0.715,0,3,9,0
ord_74898078,cust_615255,929.67,COD,4,1,0.25,0,2,TIER_3_HIGH_RISK,0.569,1,1,11,1
ord_98825083,cust_959088,8614.4,COD,11,0,0.0,0,1,TIER_3_HIGH_RISK,0.704,0,2,0,0
ord_67731487,cust_234150,6563.08,UPI,0,0,0.0,1,2,TIER_3_HIGH_RISK,0.698,0,1,2,0
ord_96654442,cust_127371,440.04,CARD,3,1,0.3333,0,1,TIER_1_METRO,0.784,0,4,7,0
ord_96881865,cust_918180,2501.77,COD,9,0,0.0,0,1,TIER_3_HIGH_RISK,0.869,1,2,14,0
ord_64536603,cust_500235,1063.35,UPI,3,0,0.0,0,1,TIER_1_METRO,0.667,0,1,13,0
ord_20542374,cust_664810,1039.56,COD,0,0,0.0,1,1,TIER_2,0.631,0,1,17,1
ord_20758430,cust_788916,1820.1,UPI,11,1,0.0909,0,1,TIER_2,0.839,1,2,18,0
ord_50719803,cust_825900,252.16,CARD,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.683,1,1,22,1
ord_69970725,cust_935399,885.39,UPI,0,0,0.0,1,3,TIER_2,0.927,0,2,3,1
ord_46771094,cust_167114,753.42,UPI,0,0,0.0,1,1,TIER_1_METRO,0.877,1,2,8,1
ord_87657404,cust_955267,1783.03,NETBANKING,0,0,0.0,1,3,TIER_3_HIGH_RISK,0.465,0,1,9,1
ord_28115439,cust_277550,1764.41,COD,7,0,0.0,0,1,TIER_1_METRO,0.739,0,2,20,0
ord_26524715,cust_298250,681.88,COD,4,0,0.0,0,5,TIER_1_METRO,0.848,0,4,1,1
ord_68811921,cust_669221,928.34,UPI,2,0,0.0,0,3,TIER_2,0.91,0,3,15,0
ord_12192271,cust_872428,1114.83,COD,0,0,0.0,1,2,TIER_2,0.907,0,2,7,1
ord_19837695,cust_609740,648.82,COD,6,0,0.0,0,1,TIER_3_HIGH_RISK,0.395,0,3,12,1
ord_88437377,cust_818596,1059.37,COD,0,0,0.0,1,1,TIER_1_METRO,0.859,0,2,8,0
ord_33295179,cust_648297,1094.64,COD,0,0,0.0,1,1,TIER_2,0.968,0,1,15,0
ord_67340290,cust_383805,884.74,UPI,3,0,0.0,0,2,TIER_3_HIGH_RISK,0.634,0,4,10,0
ord_80631674,cust_737492,4654.95,COD,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.759,1,2,16,1
ord_37132021,cust_329489,2682.76,COD,0,0,0.0,1,1,TIER_2,0.92,0,2,16,0
ord_93528761,cust_383049,3222.29,NETBANKING,0,0,0.0,1,1,TIER_1_METRO,0.767,2,3,19,0
ord_45935918,cust_764577,996.81,COD,10,0,0.0,0,1,TIER_3_HIGH_RISK,0.53,0,1,5,1
ord_58677728,cust_506270,1099.26,CARD,0,0,0.0,1,1,TIER_1_METRO,0.577,0,1,14,0
ord_63724037,cust_536196,3511.57,CARD,3,0,0.0,0,1,TIER_2,0.643,2,3,14,0
ord_37898230,cust_228345,2692.26,COD,1,0,0.0,0,1,TIER_1_METRO,0.78,0,1,11,0
ord_15553535,cust_117839,1191.92,UPI,0,0,0.0,1,2,TIER_3_HIGH_RISK,0.77,1,2,4,0
ord_66251274,cust_536401,1826.37,CARD,10,3,0.3,0,1,TIER_3_HIGH_RISK,0.796,0,1,3,0
ord_89790594,cust_358116,10044.81,COD,9,0,0.0,0,1,TIER_3_HIGH_RISK,0.71,2,3,11,1
ord_30812709,cust_825299,610.71,COD,0,0,0.0,1,1,TIER_1_METRO,0.806,0,1,8,0
ord_84588685,cust_282235,679.12,CARD,4,0,0.0,0,1,TIER_2,0.477,0,1,6,0
ord_11655464,cust_274504,861.02,CARD,8,1,0.125,0,2,TIER_1_METRO,0.939,2,1,22,0
ord_12568101,cust_133329,1695.5,UPI,0,0,0.0,1,2,TIER_2,0.804,0,1,8,0
ord_32163668,cust_371102,5974.39,UPI,1,0,0.0,0,1,TIER_1_METRO,0.765,0,1,11,0
ord_73842020,cust_686613,1033.83,COD,0,0,0.0,1,4,TIER_1_METRO,0.754,1,3,3,1
ord_16330034,cust_297057,849.82,COD,3,0,0.0,0,1,TIER_1_METRO,0.657,1,2,1,0
ord_78826219,cust_628056,2460.67,COD,9,0,0.0,0,1,TIER_1_METRO,0.897,0,1,15,0
ord_47239247,cust_427521,601.95,CARD,0,0,0.0,1,1,TIER_1_METRO,0.824,0,1,7,0
ord_12024676,cust_233154,2780.2,COD,5,0,0.0,0,2,TIER_1_METRO,0.803,2,1,6,0
ord_48710304,cust_434267,1263.11,UPI,0,0,0.0,1,1,TIER_2,0.737,0,1,18,0
ord_87729132,cust_132309,1017.55,UPI,6,0,0.0,0,1,TIER_1_METRO,0.771,1,4,13,0
ord_58297390,cust_517876,600.7,COD,2,0,0.0,0,1,TIER_1_METRO,0.731,0,2,1,0
ord_29247186,cust_115852,725.53,UPI,7,0,0.0,0,1,TIER_1_METRO,0.769,0,3,21,0
ord_98866217,cust_789981,1922.2,COD,0,0,0.0,1,1,TIER_2,0.384,1,2,7,0
ord_49521538,cust_390111,1005.44,CARD,0,0,0.0,1,1,TIER_1_METRO,0.895,0,1,0,0
ord_68125052,cust_340681,1582.43,UPI,0,0,0.0,1,1,TIER_1_METRO,0.866,1,1,9,0
ord_33387092,cust_460823,4421.92,CARD,0,0,0.0,1,1,TIER_2,0.531,1,1,1,0
ord_94773823,cust_206276,249.0,UPI,7,2,0.2857,0,1,TIER_1_METRO,0.648,0,1,22,0
ord_22073874,cust_539620,1861.13,UPI,6,0,0.0,0,1,TIER_1_METRO,0.765,0,1,15,0
ord_42658904,cust_968773,334.26,UPI,0,0,0.0,1,3,TIER_1_METRO,0.967,2,1,16,0
ord_99011694,cust_777343,504.91,COD,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.568,0,3,16,1
ord_72784216,cust_187073,1656.37,COD,14,0,0.0,0,1,TIER_3_HIGH_RISK,0.43,0,1,11,0
ord_89649146,cust_191810,701.62,COD,0,0,0.0,1,1,TIER_2,0.556,0,2,10,1
ord_57718418,cust_680484,1126.83,UPI,8,2,0.25,0,2,TIER_2,0.779,3,1,17,1
ord_33105620,cust_346229,1499.82,COD,0,0,0.0,1,2,TIER_1_METRO,0.685,0,4,21,0
ord_62157313,cust_528053,969.21,COD,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.555,1,3,8,1
ord_96131989,cust_385201,1206.59,CARD,0,0,0.0,1,1,TIER_2,0.504,1,1,0,0
ord_12480017,cust_698998,399.94,COD,8,0,0.0,0,2,TIER_3_HIGH_RISK,0.373,0,1,19,1
ord_23380190,cust_267248,5087.4,COD,0,0,0.0,1,1,TIER_1_METRO,0.856,0,1,22,0
ord_27871312,cust_334099,1477.7,CARD,11,0,0.0,0,1,TIER_2,0.877,0,3,15,0
ord_56675401,cust_839919,1054.45,CARD,0,0,0.0,1,1,TIER_2,0.965,0,1,22,0
ord_65913120,cust_134407,1924.45,COD,0,0,0.0,1,1,TIER_2,0.782,0,1,7,0
ord_97545077,cust_655146,1213.66,COD,10,0,0.0,0,1,TIER_2,0.633,0,1,16,0
ord_17334901,cust_584100,1093.43,CARD,0,0,0.0,1,1,TIER_2,0.905,0,1,17,0
ord_41699263,cust_966539,739.76,UPI,4,0,0.0,0,2,TIER_1_METRO,0.826,0,1,13,0
ord_49028092,cust_817510,830.45,COD,8,0,0.0,0,1,TIER_3_HIGH_RISK,0.777,0,2,7,0
ord_82410436,cust_494411,1623.7,COD,12,0,0.0,0,2,TIER_2,0.828,1,4,13,1
ord_93490168,cust_226681,1326.74,CARD,17,0,0.0,0,1,TIER_1_METRO,0.869,0,1,15,0
ord_85885374,cust_840999,1181.33,UPI,3,0,0.0,0,1,TIER_2,0.687,0,1,20,0
ord_57953688,cust_428773,381.16,COD,8,1,0.125,0,1,TIER_3_HIGH_RISK,0.611,0,1,10,0
ord_62269564,cust_297430,3512.52,COD,2,0,0.0,0,1,TIER_1_METRO,0.784,0,5,7,0
ord_11119816,cust_777122,760.4,COD,0,0,0.0,1,1,TIER_1_METRO,0.655,0,2,1,1
ord_30885050,cust_950008,453.45,UPI,4,0,0.0,0,1,TIER_3_HIGH_RISK,0.739,2,1,9,0
ord_87277157,cust_723521,2296.11,COD,17,5,0.2941,0,1,TIER_2,0.787,0,1,17,1
ord_83701774,cust_238213,959.15,CARD,0,0,0.0,1,4,TIER_3_HIGH_RISK,0.437,1,3,2,1
ord_33794028,cust_388465,1367.83,UPI,0,0,0.0,1,1,TIER_2,0.797,0,1,10,0
ord_72632743,cust_841449,689.71,CARD,0,0,0.0,1,2,TIER_2,0.616,2,2,14,1
ord_65016291,cust_543683,6092.7,COD,8,0,0.0,0,1,TIER_2,0.737,0,3,11,0
ord_58897936,cust_677076,1449.1,COD,0,0,0.0,1,3,TIER_2,0.632,0,5,19,1
ord_75242949,cust_795388,6499.7,NETBANKING,7,0,0.0,0,1,TIER_1_METRO,0.553,0,2,7,0
ord_73625792,cust_913089,2851.2,CARD,0,0,0.0,1,2,TIER_3_HIGH_RISK,0.218,0,1,21,1
ord_84325901,cust_565051,1189.13,COD,0,0,0.0,1,1,TIER_2,0.607,1,3,17,0
ord_14079441,cust_365968,504.72,COD,10,0,0.0,0,1,TIER_1_METRO,0.677,1,1,12,0
ord_20198499,cust_815661,2510.11,UPI,0,0,0.0,1,1,TIER_2,0.88,0,1,14,0
ord_56048559,cust_787312,4709.06,UPI,0,0,0.0,1,1,TIER_2,0.941,2,1,23,0
ord_20977809,cust_884483,383.89,COD,0,0,0.0,1,3,TIER_2,0.94,2,2,17,1
ord_73876263,cust_140503,1611.43,UPI,8,0,0.0,0,1,TIER_2,0.741,0,1,6,0
ord_15418952,cust_889480,3506.95,COD,0,0,0.0,1,1,TIER_1_METRO,0.774,0,1,5,1
ord_63363404,cust_132664,580.7,COD,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.742,1,1,4,1
ord_67789795,cust_113790,1683.02,UPI,0,0,0.0,1,3,TIER_1_METRO,0.687,0,1,1,0
ord_92852072,cust_682899,1514.43,COD,0,0,0.0,1,1,TIER_1_METRO,0.847,0,1,6,1
ord_72101587,cust_686008,1686.62,COD,6,0,0.0,0,4,TIER_2,0.941,1,1,7,0
ord_98337521,cust_812084,4709.35,COD,12,1,0.0833,0,2,TIER_1_METRO,0.738,0,2,15,1
ord_48615932,cust_856935,2332.45,COD,5,1,0.2,0,1,TIER_2,0.956,0,1,13,0
ord_66885616,cust_807292,1225.37,UPI,0,0,0.0,1,1,TIER_1_METRO,0.922,1,4,2,0
ord_81048489,cust_916570,552.53,COD,0,0,0.0,1,2,TIER_1_METRO,0.792,0,2,10,0
ord_41066006,cust_607934,559.63,COD,12,1,0.0833,0,4,TIER_1_METRO,0.715,2,1,7,1
ord_59106585,cust_422775,502.6,COD,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.792,1,3,10,0
ord_75743288,cust_279809,1635.68,UPI,0,0,0.0,1,2,TIER_1_METRO,0.914,2,1,11,0
ord_54675521,cust_642353,1498.97,UPI,0,0,0.0,1,1,TIER_2,0.632,0,4,11,0
ord_91248172,cust_985250,2538.59,NETBANKING,9,0,0.0,0,2,TIER_1_METRO,0.77,1,2,17,0
ord_17339838,cust_204273,915.59,CARD,2,0,0.0,0,1,TIER_3_HIGH_RISK,0.666,0,1,5,0
ord_50201137,cust_522870,898.07,UPI,6,0,0.0,0,1,TIER_3_HIGH_RISK,0.691,0,1,0,0
ord_70481382,cust_785359,1190.05,UPI,0,0,0.0,1,1,TIER_1_METRO,0.726,2,1,14,0
ord_96904519,cust_813757,675.46,COD,2,0,0.0,0,2,TIER_2,0.748,2,1,3,1
ord_44187163,cust_203376,922.18,COD,9,0,0.0,0,1,TIER_1_METRO,0.848,0,2,17,0
ord_70392605,cust_219247,259.74,CARD,0,0,0.0,1,5,TIER_1_METRO,0.634,0,1,15,1
ord_57428722,cust_533733,728.68,COD,3,0,0.0,0,1,TIER_2,0.894,0,1,2,1
ord_38834717,cust_368329,790.99,UPI,9,2,0.2222,0,1,TIER_2,0.852,0,2,3,0
ord_34463497,cust_341553,750.92,COD,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.689,0,1,2,1
ord_48494992,cust_239972,7548.22,UPI,0,0,0.0,1,1,TIER_1_METRO,0.99,2,2,13,0
ord_44915196,cust_180312,600.58,CARD,0,0,0.0,1,1,TIER_1_METRO,0.869,0,8,12,0
ord_60897283,cust_736024,1976.83,COD,9,0,0.0,0,1,TIER_2,0.843,1,1,14,0
ord_35164700,cust_328749,5921.83,COD,16,1,0.0625,0,1,TIER_1_METRO,0.848,1,1,0,0
ord_56377961,cust_339354,955.96,CARD,2,0,0.0,0,1,TIER_2,0.969,0,1,6,0
ord_66426293,cust_686455,559.15,COD,0,0,0.0,1,1,TIER_1_METRO,0.851,1,1,0,1
ord_82571674,cust_139244,1920.45,UPI,2,0,0.0,0,1,TIER_3_HIGH_RISK,0.67,2,4,15,0
ord_44741450,cust_152320,343.63,COD,0,0,0.0,1,1,TIER_1_METRO,0.944,0,4,1,1
ord_28241510,cust_748794,659.3,COD,8,0,0.0,0,1,TIER_3_HIGH_RISK,0.725,0,3,23,1
ord_52670507,cust_180225,517.44,UPI,3,0,0.0,0,2,TIER_1_METRO,0.937,1,1,5,0
ord_90888054,cust_906192,2611.81,COD,5,0,0.0,0,1,TIER_3_HIGH_RISK,0.483,0,1,8,1
ord_45504688,cust_839617,4599.44,UPI,0,0,0.0,1,1,TIER_2,0.732,1,1,11,0
ord_32558781,cust_471698,1305.16,COD,0,0,0.0,1,2,TIER_3_HIGH_RISK,0.852,0,3,0,1
ord_13828433,cust_263223,767.68,UPI,0,0,0.0,1,2,TIER_2,0.79,1,3,6,0
ord_16445860,cust_759763,251.35,UPI,4,0,0.0,0,1,TIER_3_HIGH_RISK,0.791,0,2,5,0
ord_10216194,cust_839176,1109.82,COD,11,1,0.0909,0,1,TIER_3_HIGH_RISK,0.576,0,1,2,1
ord_34423854,cust_155812,1121.55,COD,0,0,0.0,1,1,TIER_2,0.987,0,1,20,0
ord_20297650,cust_866079,2070.94,UPI,0,0,0.0,1,2,TIER_2,0.609,0,1,1,0
ord_99401408,cust_303251,2327.6,UPI,0,0,0.0,1,4,TIER_2,0.91,0,1,6,1
ord_84648633,cust_812923,423.29,COD,7,0,0.0,0,1,TIER_2,0.753,0,2,11,0
ord_74475688,cust_992642,2609.35,CARD,10,0,0.0,0,1,TIER_2,0.856,2,1,13,0
ord_41390940,cust_873812,557.63,UPI,6,0,0.0,0,1,TIER_2,0.843,0,1,22,0
ord_20002707,cust_405056,1023.34,COD,0,0,0.0,1,1,TIER_2,0.944,0,2,13,0
ord_86766434,cust_895238,5058.37,UPI,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.73,0,2,20,0
ord_11399298,cust_252395,1139.86,COD,1,1,1.0,0,1,TIER_1_METRO,0.495,0,1,6,1
ord_30969112,cust_122970,478.88,COD,1,0,0.0,0,1,TIER_1_METRO,0.89,1,1,18,0
ord_28303750,cust_949842,1601.74,UPI,5,3,0.6,0,1,TIER_1_METRO,0.955,0,2,17,0
ord_93711616,cust_893567,360.4,COD,5,0,0.0,0,1,TIER_2,0.88,0,5,15,0
ord_37859798,cust_557767,2799.18,COD,4,0,0.0,0,2,TIER_2,0.88,1,1,2,0
ord_71395288,cust_126515,1235.02,COD,0,0,0.0,1,1,TIER_1_METRO,0.897,0,1,16,0
ord_53020873,cust_487167,3022.59,UPI,0,0,0.0,1,2,TIER_1_METRO,0.994,0,1,3,0
ord_45547266,cust_110633,695.48,UPI,8,0,0.0,0,2,TIER_1_METRO,0.572,2,3,5,0
ord_69187251,cust_745171,448.39,CARD,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.917,1,1,21,0
ord_51906302,cust_758281,1436.24,UPI,8,3,0.375,0,3,TIER_1_METRO,0.644,0,1,12,0
ord_94053071,cust_896714,1271.31,COD,17,0,0.0,0,1,TIER_1_METRO,0.787,0,1,1,0
ord_43976087,cust_564137,1521.17,COD,0,0,0.0,1,2,TIER_1_METRO,0.911,0,1,3,1
ord_44904771,cust_218222,3138.17,COD,4,0,0.0,0,1,TIER_2,0.633,0,1,15,0
ord_68508606,cust_998511,4351.5,UPI,0,0,0.0,1,1,TIER_2,0.758,0,1,1,0
ord_68724950,cust_198631,3621.71,NETBANKING,0,0,0.0,1,1,TIER_2,0.858,0,1,15,0
ord_14122758,cust_797484,3756.65,COD,9,0,0.0,0,5,TIER_3_HIGH_RISK,0.67,0,4,14,1
ord_88703071,cust_757773,949.07,COD,7,0,0.0,0,2,TIER_1_METRO,0.835,1,1,18,0
ord_96963179,cust_165470,757.99,UPI,0,0,0.0,1,1,TIER_2,0.936,2,2,13,0
ord_87596244,cust_111116,1923.61,COD,0,0,0.0,1,1,TIER_2,0.742,0,1,8,1
ord_92773486,cust_655563,555.01,COD,5,0,0.0,0,1,TIER_1_METRO,0.939,1,1,13,0
ord_51387110,cust_518246,2547.72,UPI,0,0,0.0,1,1,TIER_1_METRO,0.757,1,2,11,0
ord_46843795,cust_646499,856.28,UPI,9,1,0.1111,0,1,TIER_3_HIGH_RISK,0.818,0,1,12,1
ord_48161887,cust_970912,481.17,COD,0,0,0.0,1,1,TIER_2,0.886,0,1,12,0
ord_42686304,cust_372976,1768.31,UPI,12,0,0.0,0,1,TIER_3_HIGH_RISK,0.62,1,1,23,0
ord_29155151,cust_344944,4347.32,NETBANKING,1,0,0.0,0,1,TIER_2,0.845,2,1,19,1
ord_32005782,cust_202478,675.99,UPI,0,0,0.0,1,1,TIER_1_METRO,0.799,1,2,11,0
ord_31068472,cust_251391,2719.96,COD,0,0,0.0,1,5,TIER_2,0.71,0,1,3,1
ord_69468269,cust_466357,4423.21,COD,10,0,0.0,0,1,TIER_1_METRO,0.932,2,1,18,0
ord_18454364,cust_309229,598.19,NETBANKING,1,0,0.0,0,1,TIER_1_METRO,0.816,3,1,1,0
ord_31020996,cust_491016,7378.9,UPI,0,0,0.0,1,1,TIER_2,0.479,0,1,5,0
ord_67035210,cust_942332,1903.33,UPI,14,0,0.0,0,1,TIER_2,0.92,0,2,7,0
ord_39915838,cust_143237,661.41,COD,6,0,0.0,0,1,TIER_3_HIGH_RISK,0.812,1,3,18,0
ord_49929257,cust_720632,1252.61,UPI,2,0,0.0,0,1,TIER_2,0.822,0,2,22,0
ord_39250312,cust_364626,584.77,COD,11,0,0.0,0,3,TIER_2,0.925,3,4,19,1
ord_53099689,cust_275926,651.35,COD,0,0,0.0,1,1,TIER_1_METRO,0.8,3,1,22,1
ord_34091077,cust_800009,860.04,UPI,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.639,3,1,4,1
ord_10243761,cust_155881,465.59,UPI,8,0,0.0,0,1,TIER_1_METRO,0.534,0,2,1,0
ord_20736301,cust_299307,558.96,CARD,5,1,0.2,0,1,TIER_1_METRO,0.729,0,2,5,0
ord_93997037,cust_370871,458.4,COD,14,2,0.1429,0,1,TIER_1_METRO,0.801,1,2,14,0
ord_56858511,cust_364336,3656.35,COD,7,0,0.0,0,2,TIER_1_METRO,0.849,1,2,2,0
ord_11343054,cust_432783,462.12,UPI,12,0,0.0,0,1,TIER_3_HIGH_RISK,0.744,0,2,17,0
ord_12343136,cust_177347,1383.99,COD,10,1,0.1,0,1,TIER_2,0.322,0,3,14,1
ord_65861779,cust_140459,2191.2,UPI,2,0,0.0,0,1,TIER_2,0.701,0,1,4,0
ord_13683909,cust_901431,786.03,COD,5,1,0.2,0,1,TIER_1_METRO,0.837,2,1,14,1
ord_99211990,cust_290091,3458.96,UPI,3,0,0.0,0,1,TIER_1_METRO,0.662,2,1,18,1
ord_94656124,cust_676380,2009.71,COD,2,0,0.0,0,1,TIER_1_METRO,0.849,0,2,1,0
ord_29292769,cust_463169,3559.02,COD,0,0,0.0,1,1,TIER_2,0.578,1,1,9,1
ord_91470680,cust_845304,3495.38,CARD,0,0,0.0,1,1,TIER_1_METRO,0.666,0,3,22,0
ord_64788653,cust_832581,808.79,COD,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.753,0,1,14,1
ord_89076741,cust_379037,485.82,UPI,6,0,0.0,0,1,TIER_2,0.76,0,1,10,0
ord_99856306,cust_374233,689.12,COD,7,0,0.0,0,2,TIER_1_METRO,0.787,0,1,12,0
ord_11620706,cust_371344,1446.68,UPI,0,0,0.0,1,1,TIER_1_METRO,0.956,1,2,16,0
ord_90138656,cust_741142,903.63,COD,0,0,0.0,1,1,TIER_2,0.544,0,3,13,0
ord_86127930,cust_871745,1520.36,COD,0,0,0.0,1,1,TIER_3_HIGH_RISK,0.476,2,1,5,1
ord_38094575,cust_369951,8377.26,UPI,2,0,0.0,0,3,TIER_1_METRO,0.722,0,4,14,0
ord_99304706,cust_628513,1322.04,NETBANKING,9,0,0.0,0,1,TIER_2,0.789,1,1,16,0
ord_44115565,cust_377098,249.0,UPI,0,0,0.0,1,1,TIER_2,0.896,2,1,16,0
ord_40156188,cust_348738,1773.93,NETBANKING,12,0,0.0,0,2,TIER_2,0.872,0,1,16,0
ord_52463152,cust_100184,1037.19,COD,0,0,0.0,1,1,TIER_1_METRO,0.719,0,2,8,1
ord_30355903,cust_725560,735.64,COD,4,0,0.0,0,4,TIER_2,0.826,0,3,0,1
